Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
RNA-HELA-R2.0-raw.fastq - polyg	(1, 0.031707499297838164)	(2, 0.03774760111210112)	(3, 0.03787204542083719)	(4, 0.03789329201013359)	(5, 0.03819529710084674)	(6, 0.03857925332170315)	(7, 0.03860505275156307)	(8, 0.03863844024902884)	(9, 0.03868245104114282)	(10, 0.0387158385386086)	(11, 0.03877350785241312)	(12, 0.03880537773635772)	(13, 0.0389025050017127)	(14, 0.03901177317523706)	(15, 0.039075512943126264)	(16, 0.03914532316510016)	(17, 0.03918781634369296)	(18, 0.03926369701975154)	(19, 0.039331989628204264)	(20, 0.03940028223665699)	(21, 0.03948678620736377)	(22, 0.0395490083617318)	(23, 0.039624889037790385)	(24, 0.039702287327370134)	(25, 0.03978120323047106)	(26, 0.03989350663103775)	(27, 0.04020006456231442)	(28, 0.04049144635837936)	(29, 0.040872367352193434)	(30, 0.0413230985679814)	(31, 0.041735889445740075)	(32, 0.04212288089363883)	(33, 0.04281035981872956)	(34, 0.04322618592353058)	(35, 0.04369209327453026)	(36, 0.04418380005538986)	(37, 0.04469675342554586)	(38, 0.045224882930913576)	(39, 0.04549957097824563)	(40, 0.046080816956854356)	(41, 0.04633881125545353)	(42, 0.04663322827856081)	(43, 0.047156804943365015)	(44, 0.04778054410056654)	(45, 0.048477128706784306)	(46, 0.049528834876956224)	(47, 0.050357451859515914)	(48, 0.051667152328287)	(49, 0.0523030323936579)	(50, 0.05314986073847165)	(51, 0.05405739362413226)	(52, 0.05637478947096129)	(53, 0.0606271425572841)	(54, 0.062495324801846344)	(55, 0.06669607902844932)	(56, 0.07391991938922612)	(57, 0.07843937245527513)	(58, 0.08477540890616654)	(59, 0.10109430709932472)	(60, 0.1068870379096367)	(61, 0.10814058667812444)	(62, 0.10911944739928013)	(63, 0.10954893202577169)	(64, 0.1099116416573317)	(65, 0.11030318594579397)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 0.0031212352387935956)	(2, 0.003124418548573089)	(3, 0.0031260102034628362)	(4, 0.0031276018583525833)	(5, 0.0031323768230218235)	(6, 0.0031355601328013176)	(7, 0.0031355601328013176)	(8, 0.0031387434425808112)	(9, 0.0031451100621397985)	(10, 0.003148293371919292)	(11, 0.00315465999147828)	(12, 0.003165801575706508)	(13, 0.0031673932305962544)	(14, 0.0031817181246039765)	(15, 0.003186493089273217)	(16, 0.0031912680539424574)	(17, 0.0032008179832809388)	(18, 0.0032103679126194197)	(19, 0.003221509496847648)	(20, 0.003231059426186129)	(21, 0.0032342427359656227)	(22, 0.003242201010414357)	(23, 0.003253342594642585)	(24, 0.0032628925239810663)	(25, 0.003280400727768282)	(26, 0.0032979089315554972)	(27, 0.0033281503744606875)	(28, 0.0033408836135786625)	(29, 0.0033631667820351184)	(30, 0.00340295815427879)	(31, 0.0034538911107506896)	(32, 0.0035016407574430955)	(33, 0.00353984047479702)	(34, 0.0035859984665996794)	(35, 0.0036496646621895536)	(36, 0.0037085558931101875)	(37, 0.003784955327818037)	(38, 0.003888412895651583)	(39, 0.004229027042057411)	(40, 0.0049516383620024865)	(41, 0.006406410931231118)	(42, 0.00803308222855241)	(43, 0.009801410811061173)	(44, 0.014503159355373402)	(45, 0.021749964068390863)	(46, 0.03323375409791447)	(47, 0.04739311599710255)	(48, 0.0662351265819259)	(49, 0.08613081270376167)	(50, 0.10570180122808907)	(51, 0.12495764208424662)	(52, 0.14513345946667783)	(53, 0.16346136552211293)	(54, 0.1804220400272555)	(55, 0.19641976332410122)	(56, 0.21179674121394562)	(57, 0.2271578025548926)	(58, 0.24324784183534362)	(59, 0.25827783895922324)	(60, 0.27445860256838983)	(61, 2.7378421839160407)	(62, 4.763057499010388)	(63, 6.724297837466251)	(64, 8.506999063629427)	(65, 9.96944340942664)
RNA-HELA-R2.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.8544640110117052)	(2, 0.8594395241970538)	(3, 0.8665383050053249)	(4, 0.8769445446744899)	(5, 0.8863193919750989)	(6, 0.896014161908547)	(7, 0.9091994310152101)	(8, 0.9246910080571162)	(9, 0.9415211668612995)	(10, 0.9588017639992812)	(11, 0.9760791778274834)	(12, 0.9937704219270198)	(13, 1.014084713284859)	(14, 1.03476508526734)	(15, 1.0600262400225124)	(16, 1.0890070922550232)	(17, 1.1207001244196628)	(18, 1.1551976525000363)	(19, 1.191743640423514)	(20, 1.2278566982169805)	(21, 1.2645650349392124)	(22, 1.2993235944215042)	(23, 1.3334184338147719)	(24, 1.3674559736320084)	(25, 1.4003761717166427)	(26, 1.4332613533937026)	(27, 1.4663789166846657)	(28, 1.500499222556169)	(29, 1.5340560825967022)	(30, 1.570235989895538)	(31, 1.6050566239185302)	(32, 1.641180823296225)	(33, 1.6754889444447185)	(34, 1.7091747285313212)	(35, 1.74269498050939)	(36, 1.7781713763469578)	(37, 1.810174781215098)	(38, 1.8417006896163142)	(39, 1.8724323622275465)	(40, 1.9044007506881122)	(41, 1.9339864317787268)	(42, 1.963398622486359)	(43, 1.9905188301527559)	(44, 2.0183250410766336)	(45, 2.046467091182248)	(46, 2.0742780770707947)	(47, 2.102335769467252)	(48, 2.1285296339878164)	(49, 2.1540995697915997)	(50, 2.1814107760447663)	(51, 2.2083670432575193)	(52, 2.2334562992845988)	(53, 2.258612404817048)	(54, 2.2830984236409138)	(55, 2.306946188853991)	(56, 2.329468105543909)	(57, 2.3520648300136453)	(58, 2.373405738775371)	(59, 2.392621788259285)	(60, 2.4124681330795386)	(61, 2.4307275979747147)	(62, 2.4484825082698407)	(63, 2.4641030093578165)	(64, 2.4767853155193196)	(65, 2.485875256594664)
RNA-HELA-R3.0-raw.fastq - illumina_universal_adapter	(1, 1.363044847784899)	(2, 1.3645721190397175)	(3, 1.3654699960886598)	(4, 1.3664456304637358)	(5, 1.3676633395333797)	(6, 1.3685289399563796)	(7, 1.369447356676376)	(8, 1.3706944081332402)	(9, 1.3720074799613502)	(10, 1.3731767740920806)	(11, 1.3743944831617243)	(12, 1.375858668284019)	(13, 1.3780270706996018)	(14, 1.3799181875559523)	(15, 1.382184886968723)	(16, 1.3846159037499277)	(17, 1.3869764988018036)	(18, 1.389916606001281)	(19, 1.3935623976134075)	(20, 1.3963954050995309)	(21, 1.3998005891364507)	(22, 1.4033847617354145)	(23, 1.4070554943766782)	(24, 1.4119175279390876)	(25, 1.416618178371785)	(26, 1.4213129603270385)	(27, 1.426895349495707)	(28, 1.4332333051352992)	(29, 1.442443880483762)	(30, 1.4525303260907518)	(31, 1.467295415340024)	(32, 1.4816555796456554)	(33, 1.4991539122645017)	(34, 1.5205767891740676)	(35, 1.5509784365730557)	(36, 1.596871397305019)	(37, 1.6498681499830254)	(38, 1.7244682352520027)	(39, 1.8376564939544413)	(40, 2.0665696607345163)	(41, 2.717942781758073)	(42, 4.42466767545794)	(43, 6.922711271790024)	(44, 9.891999475358116)	(45, 12.758320840811974)	(46, 15.647015776521338)	(47, 18.52097643248801)	(48, 21.373762154717127)	(49, 24.198208999368845)	(50, 27.02751494334425)	(51, 29.815267665657583)	(52, 32.773847365009615)	(53, 35.53950967110411)	(54, 38.12507280579829)	(55, 40.62471409511452)	(56, 42.994373010402754)	(57, 45.37925769041962)	(58, 47.7757106065981)	(59, 50.03499813235705)	(60, 52.31132478237485)	(61, 54.7932696779585)	(62, 56.918446355807546)	(63, 58.935509540823915)	(64, 60.811113077051054)	(65, 62.50042473105501)
RNA-HELA-R3.0-raw.fastq - polya	(1, 0.41312760798805415)	(2, 0.4156231780211435)	(3, 0.4191090536229192)	(4, 0.4240811211374048)	(5, 0.4284707422655668)	(6, 0.43281488269353724)	(7, 0.43877285441862607)	(8, 0.44587664636466895)	(9, 0.4540631723991421)	(10, 0.46246243074096277)	(11, 0.4711507115969037)	(12, 0.47984779516901066)	(13, 0.48966429081357343)	(14, 0.49978448016586663)	(15, 0.5116505415577697)	(16, 0.5252390010795064)	(17, 0.5406833665929293)	(18, 0.556999201006796)	(19, 0.5742980053925439)	(20, 0.59169510677548)	(21, 0.6098653800616718)	(22, 0.6267387198327249)	(23, 0.6445906282175762)	(24, 0.6616532263862004)	(25, 0.6778546254899078)	(26, 0.6939709316706762)	(27, 0.7102060745196871)	(28, 0.7268167999251183)	(29, 0.7435199538502933)	(30, 0.7613307828930361)	(31, 0.779675643383189)	(32, 0.7990621586196637)	(33, 0.8182036649228486)	(34, 0.8362800425699354)	(35, 0.8544693884078205)	(36, 0.8736475726950308)	(37, 0.8909698509905549)	(38, 0.9080075081300419)	(39, 0.9245624829997544)	(40, 0.9426726043921446)	(41, 0.9586598040691435)	(42, 0.9747805116079951)	(43, 0.9897377934935604)	(44, 1.004633456365963)	(45, 1.0194381578379825)	(46, 1.0339230272893003)	(47, 1.0491414564211266)	(48, 1.0633079609711038)	(49, 1.076583924068944)	(50, 1.0905318278341298)	(51, 1.1040175890005954)	(52, 1.1165717293728152)	(53, 1.1294999851820944)	(54, 1.1422741934584668)	(55, 1.1547784517724122)	(56, 1.1663305496210576)	(57, 1.1777227314593524)	(58, 1.1886175598342625)	(59, 1.1988697899290472)	(60, 1.209224718379103)	(61, 1.218972259413698)	(62, 1.228467455918198)	(63, 1.2373552650072372)	(64, 1.2460934279214528)	(65, 1.2544266658920276)
RNA-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 0.0012022321184454595)	(2, 0.001206706927819326)	(3, 0.0012096901340685703)	(4, 0.0012141649434424368)	(5, 0.001217148149691681)	(6, 0.0012186397528163033)	(7, 0.0012201313559409256)	(8, 0.0012246061653147918)	(9, 0.0012275893715640363)	(10, 0.0012305725778132806)	(11, 0.0012305725778132806)	(12, 0.0012305725778132806)	(13, 0.0012335557840625249)	(14, 0.0012425054028102579)	(15, 0.0012544382278072352)	(16, 0.0012604046403057237)	(17, 0.0012753206715519453)	(18, 0.001282778687175056)	(19, 0.001291728305922789)	(20, 0.001300677924670522)	(21, 0.001309627543418255)	(22, 0.0013111191465428771)	(23, 0.0013260351777890987)	(24, 0.0013320015902875874)	(25, 0.0013364763996614537)	(26, 0.0013439344152845645)	(27, 0.0013543756371569198)	(28, 0.0013618336527800306)	(29, 0.0013797328902754964)	(30, 0.0014080733496433175)	(31, 0.0014379054121357606)	(32, 0.0014528214433819821)	(33, 0.001469229077752826)	(34, 0.0014960779339960248)	(35, 0.0015274015996130901)	(36, 0.0015482840433578002)	(37, 0.001601981755844198)	(38, 0.0016541878652059736)	(39, 0.001743684052683303)	(40, 0.0018809115401485416)	(41, 0.0023403253025321663)	(42, 0.003290476492916481)	(43, 0.004995378864359608)	(44, 0.009629789772560654)	(45, 0.017551693967428936)	(46, 0.030108009070498265)	(47, 0.04660066481944547)	(48, 0.06799920324527495)	(49, 0.09202445477356405)	(50, 0.11546350627387665)	(51, 0.1388533348710767)	(52, 0.16311873450242997)	(53, 0.18537046991554335)	(54, 0.20565478080728009)	(55, 0.22514257563046858)	(56, 0.24353105895081054)	(57, 0.2616987850087084)	(58, 0.28016781489778)	(59, 0.29741074701841214)	(60, 0.31544572039821867)	(61, 2.8000925748563263)	(62, 4.914117817733318)	(63, 6.914048846004835)	(64, 8.75047630616777)	(65, 10.326617529481014)
RNA-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.4199026872155084)	(2, 0.4224384125273661)	(3, 0.4259735119327206)	(4, 0.43102109690644197)	(5, 0.43548248185218685)	(6, 0.43989166068856994)	(7, 0.44594458616828664)	(8, 0.45315947048208405)	(9, 0.4614781411081018)	(10, 0.4700116025840652)	(11, 0.478831451859956)	(12, 0.4876677087702177)	(13, 0.49763460084894295)	(14, 0.5079147295838389)	(15, 0.5199668828307858)	(16, 0.5337746529554132)	(17, 0.5494603514139398)	(18, 0.5660380285409905)	(19, 0.5836195545709119)	(20, 0.6013054928195568)	(21, 0.6197700478992545)	(22, 0.6369145342136616)	(23, 0.6550539198121916)	(24, 0.6723878397234258)	(25, 0.6888476802036313)	(26, 0.7052090748776118)	(27, 0.7216957642140605)	(28, 0.7385389466972938)	(29, 0.755438810099263)	(30, 0.7733783208790936)	(31, 0.7915370973182437)	(32, 0.8104193012728357)	(33, 0.8290166090306247)	(34, 0.8465190800949411)	(35, 0.8639693450498958)	(36, 0.8823190466889975)	(37, 0.8989280474816653)	(38, 0.9153177826150135)	(39, 0.9312391543672305)	(40, 0.948547717025346)	(41, 0.9638843803527111)	(42, 0.9793851200237845)	(43, 0.9937149512420296)	(44, 1.0079299290196788)	(45, 1.022030053356732)	(46, 1.0358855547813473)	(47, 1.0504421096745349)	(48, 1.0639873576492287)	(49, 1.0767584636022436)	(50, 1.090700478008087)	(51, 1.1041234145265617)	(52, 1.116621557107771)	(53, 1.1294985668826338)	(54, 1.142210008710664)	(55, 1.154645503960639)	(56, 1.1661696297014696)	(57, 1.1774715065767318)	(58, 1.188243864342753)	(59, 1.1983763243683112)	(60, 1.208507292790745)	(61, 1.2178850016352445)	(62, 1.22672573335488)	(63, 1.2343940650185625)	(64, 1.2407975172325654)	(65, 1.245461760203259)
RNA-RRNA-KO-R1.0-raw.fastq - illumina_universal_adapter	(1, 3.8806164579183435)	(2, 3.882933188580181)	(3, 3.8840181733019015)	(4, 3.8854228878208437)	(5, 3.8876050873658174)	(6, 3.8892823584332117)	(7, 3.8911500696530488)	(8, 3.893690436457206)	(9, 3.896283217982219)	(10, 3.8984234857505076)	(11, 3.900637134127995)	(12, 3.9034535517953275)	(13, 3.9069915454531112)	(14, 3.910370547790965)	(15, 3.9142702030226557)	(16, 3.91865032652886)	(17, 3.9239110173454463)	(18, 3.9303440507518466)	(19, 3.9404583447197035)	(20, 3.9472512925426484)	(21, 3.9552672505189013)	(22, 3.9642109490543067)	(23, 3.9742483680982414)	(24, 3.98596305820957)	(25, 3.998374864108284)	(26, 4.0131453324455215)	(27, 4.031155030531663)	(28, 4.052042296792801)	(29, 4.077496632397864)	(30, 4.109508049582019)	(31, 4.151017014185293)	(32, 4.195649896151587)	(33, 4.247647046398157)	(34, 4.308524997515105)	(35, 4.392806121494283)	(36, 4.517858909670025)	(37, 4.676748894473076)	(38, 4.927616231434334)	(39, 5.295291520980678)	(40, 6.017276346255071)	(41, 7.618528596833986)	(42, 10.328588059762357)	(43, 13.376689276222416)	(44, 16.602285956232066)	(45, 19.52091757070558)	(46, 22.403437189666633)	(47, 25.283889921468596)	(48, 28.128478754103483)	(49, 30.92177279375127)	(50, 33.63362484013292)	(51, 36.406461414230584)	(52, 39.39663912267262)	(53, 42.07662127161642)	(54, 44.562462788824114)	(55, 46.983331018058635)	(56, 49.34458973242093)	(57, 51.683580926206204)	(58, 54.0975181821862)	(59, 56.34616212163189)	(60, 58.629836566183045)	(61, 61.10236649145066)	(62, 63.187701885125136)	(63, 65.16677167373605)	(64, 66.97722330535302)	(65, 68.52452857806952)
RNA-RRNA-KO-R1.0-raw.fastq - polya	(1, 0.15517028677963238)	(2, 0.15651734510563306)	(3, 0.1587869025187003)	(4, 0.16210126003416497)	(5, 0.16496485095026753)	(6, 0.16765197897282139)	(7, 0.17153241547353146)	(8, 0.17639650156897352)	(9, 0.18129727796901482)	(10, 0.18648284101904072)	(11, 0.19211567635370494)	(12, 0.1977747190487972)	(13, 0.20473539397848156)	(14, 0.21167510301982348)	(15, 0.21921059272156257)	(16, 0.227911436383668)	(17, 0.23728318847273094)	(18, 0.24729614731359967)	(19, 0.2579345884900173)	(20, 0.2687774470777736)	(21, 0.2799732314526273)	(22, 0.2904090023750682)	(23, 0.30187909045573535)	(24, 0.3134225591456009)	(25, 0.324480318088867)	(26, 0.3355782616514561)	(27, 0.3460437342490488)	(28, 0.35648649380093717)	(29, 0.367374778480102)	(30, 0.3790562726015552)	(31, 0.39051587773805113)	(32, 0.40221659059048487)	(33, 0.41344557095521406)	(34, 0.4240927479184411)	(35, 0.43489192757215067)	(36, 0.4458343741295334)	(37, 0.4554839242391335)	(38, 0.4650583465821732)	(39, 0.4744021441534463)	(40, 0.48511746025378616)	(41, 0.49388469589564254)	(42, 0.5028179114868765)	(43, 0.5110872072806004)	(44, 0.5192114890132892)	(45, 0.5275471767867641)	(46, 0.5356854357783478)	(47, 0.5438079703536748)	(48, 0.5515461303093906)	(49, 0.5586675437163668)	(50, 0.5658116701690474)	(51, 0.5728247598195878)	(52, 0.579429014647451)	(53, 0.5860280280032285)	(54, 0.5923125530338698)	(55, 0.5984398339019428)	(56, 0.6041792458356811)	(57, 0.6097614136068511)	(58, 0.615132175337235)	(59, 0.6202129089455488)	(60, 0.6255364974271623)	(61, 0.6307010945888457)	(62, 0.6360491432735254)	(63, 0.6430936817565794)	(64, 0.6490497412031894)	(65, 0.654357605268546)
RNA-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 0.002311426841956529)	(2, 0.002311426841956529)	(3, 0.002315092863910465)	(4, 0.002315092863910465)	(5, 0.0023205918968413684)	(6, 0.0023242579187953043)	(7, 0.0023315899627031757)	(8, 0.0023315899627031757)	(9, 0.0023315899627031757)	(10, 0.0023315899627031757)	(11, 0.0023370889956340793)	(12, 0.0023425880285649833)	(13, 0.002346254050518919)	(14, 0.0023554191054037587)	(15, 0.00236275114931163)	(16, 0.0023719162041964696)	(17, 0.002384747281035245)	(18, 0.0023902463139661486)	(19, 0.002403077390804924)	(20, 0.0024122424456897635)	(21, 0.0024195744895976353)	(22, 0.0024342385774133784)	(23, 0.0024507356762060897)	(24, 0.002463566753044865)	(25, 0.0024873958957454478)	(26, 0.0025130580494229986)	(27, 0.0025460522470084207)	(28, 0.0025735474116629392)	(29, 0.0026065416092483614)	(30, 0.002639535806833784)	(31, 0.0026780290373501097)	(32, 0.0027183552788434037)	(33, 0.002749516465451858)	(34, 0.0028210038935536064)	(35, 0.0028741612118856757)	(36, 0.002967644771711039)	(37, 0.0030794584413060813)	(38, 0.003202270176762931)	(39, 0.0034368955818148226)	(40, 0.0039098124138725425)	(41, 0.0049381315719515375)	(42, 0.0064668627267427704)	(43, 0.00820822315486228)	(44, 0.012974051694978835)	(45, 0.020053140088028887)	(46, 0.030803749467945653)	(47, 0.04444135113658687)	(48, 0.06289977167465367)	(49, 0.08270912130274582)	(50, 0.10168994996924849)	(51, 0.12129400236792023)	(52, 0.14165508830007972)	(53, 0.15947195499620778)	(54, 0.17551263405565393)	(55, 0.19125636533683127)	(56, 0.20631271750164562)	(57, 0.22114727533824688)	(58, 0.23625495181041636)	(59, 0.25023715954272757)	(60, 0.2654364865637454)	(61, 2.822796578289081)	(62, 4.967269114441419)	(63, 6.996846689546432)	(64, 8.829445239044519)	(65, 10.327409304587347)
RNA-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.16256974354728354)	(2, 0.16397566296661792)	(3, 0.1663347480939756)	(4, 0.16979730582946798)	(5, 0.17277594866704082)	(6, 0.17557312341789386)	(7, 0.1796369087538317)	(8, 0.1847381783027334)	(9, 0.18987060903824352)	(10, 0.1952981545410455)	(11, 0.20119311784297428)	(12, 0.20712107534248847)	(13, 0.21439079687714319)	(14, 0.22165135335691308)	(15, 0.2295424656127599)	(16, 0.23864886414633646)	(17, 0.24847196997190746)	(18, 0.25896229179309477)	(19, 0.2701216626208754)	(20, 0.2814863306780764)	(21, 0.29322126695262496)	(22, 0.3041551774302385)	(23, 0.3161815624501249)	(24, 0.3282794348981131)	(25, 0.3398640642725503)	(26, 0.35146885676773404)	(27, 0.36241193230023244)	(28, 0.37331101556928364)	(29, 0.3846335243740144)	(30, 0.3965719248670063)	(31, 0.4080832338023648)	(32, 0.4198200030878903)	(33, 0.431032531234003)	(34, 0.4416364997357623)	(35, 0.4522716294241301)	(36, 0.46293608728812935)	(37, 0.47236509575365226)	(38, 0.4817739410984285)	(39, 0.4909060017856826)	(40, 0.5012918419811828)	(41, 0.5098739993753465)	(42, 0.5186266267903683)	(43, 0.5267303683195433)	(44, 0.5346031504656206)	(45, 0.542628072522786)	(46, 0.5504861905810474)	(47, 0.5583534736941936)	(48, 0.5658486555790154)	(49, 0.5727957671817238)	(50, 0.5800893178590791)	(51, 0.5872453927131618)	(52, 0.5939615449327722)	(53, 0.6006428699438202)	(54, 0.6070070840558528)	(55, 0.6132136592238662)	(56, 0.6190078069220617)	(57, 0.6246681448189386)	(58, 0.6300846922558787)	(59, 0.6351822957828265)	(60, 0.6403880469574154)	(61, 0.6451960347500021)	(62, 0.649716239819205)	(63, 0.6534409181244037)	(64, 0.6565020464559402)	(65, 0.6588336364186433)
RNA-RRNA-KO-R2.0-raw.fastq - illumina_universal_adapter	(1, 0.9059226884456031)	(2, 0.9065731336319155)	(3, 0.9069483274547506)	(4, 0.907349735693155)	(5, 0.9079936272755751)	(6, 0.9085670676161528)	(7, 0.9092224280053844)	(8, 0.9101956381833934)	(9, 0.9113310500577373)	(10, 0.9122583850085)	(11, 0.9131267375242319)	(12, 0.9142818102102527)	(13, 0.9157350718733739)	(14, 0.9171899719374681)	(15, 0.918928315369905)	(16, 0.9209959773979309)	(17, 0.9233618284030571)	(18, 0.9262617981254071)	(19, 0.9307100567673169)	(20, 0.9338901930560635)	(21, 0.9376306624776031)	(22, 0.9418397145774433)	(23, 0.9465779701915881)	(24, 0.952045314238753)	(25, 0.9579091513214032)	(26, 0.9652246116662013)	(27, 0.9741112985441824)	(28, 0.9846347479942695)	(29, 0.9977698085954447)	(30, 1.0156185487961684)	(31, 1.0397030431004313)	(32, 1.067719699740084)	(33, 1.1022899602720533)	(34, 1.1453717138591684)	(35, 1.207812813344186)	(36, 1.314410457454659)	(37, 1.5477597160454506)	(38, 2.382669191114886)	(39, 4.365878202582382)	(40, 7.236124054478799)	(41, 10.482800721945004)	(42, 13.807609455015408)	(43, 17.150191561841773)	(44, 20.439705861150106)	(45, 23.469115813977265)	(46, 26.43210662975677)	(47, 29.306309220003172)	(48, 32.13889806393434)	(49, 34.88698146247603)	(50, 37.53425241074319)	(51, 40.211758410567555)	(52, 42.97964516167085)	(53, 45.52265318721418)	(54, 47.8748415666259)	(55, 50.145127919794376)	(56, 52.40758926991542)	(57, 54.63442359087686)	(58, 56.8289109614268)	(59, 58.911315321408395)	(60, 61.01558250397476)	(61, 63.27799634046759)	(62, 65.22574380127377)	(63, 67.06610390870043)	(64, 68.75408289522491)	(65, 70.24273401936459)
RNA-RRNA-KO-R2.0-raw.fastq - polya	(1, 0.3392456670847866)	(2, 0.3416131564908859)	(3, 0.3453913091348063)	(4, 0.35139441030016816)	(5, 0.3563505732437325)	(6, 0.36162950117899334)	(7, 0.3685632140970641)	(8, 0.37697148789090607)	(9, 0.3864496375201687)	(10, 0.39604411361851993)	(11, 0.40627101249247977)	(12, 0.4169042348077631)	(13, 0.4288809459209714)	(14, 0.44096251469645675)	(15, 0.45471525246448274)	(16, 0.4705290986566423)	(17, 0.4879141713819847)	(18, 0.5071145923854987)	(19, 0.5268655161159673)	(20, 0.5467180207067669)	(21, 0.5676436779349332)	(22, 0.5869850014221321)	(23, 0.6075387416294095)	(24, 0.6273863310172897)	(25, 0.6463770366962497)	(26, 0.6651318126350861)	(27, 0.683871842965165)	(28, 0.7024349259901512)	(29, 0.720386885452179)	(30, 0.7391351077871232)	(31, 0.7570379152199586)	(32, 0.775394559722337)	(33, 0.7932678759376569)	(34, 0.8101974731924833)	(35, 0.8269239087266479)	(36, 0.8439305108272089)	(37, 0.8596771825794722)	(38, 0.8746423370675769)	(39, 0.8893158561824733)	(40, 0.9050608895337635)	(41, 0.9189135697611474)	(42, 0.9327039907515542)	(43, 0.9455425007766021)	(44, 0.9578878521087532)	(45, 0.9707296389357472)	(46, 0.9829619406007558)	(47, 0.9957103385722843)	(48, 1.0070398813011263)	(49, 1.0178074524962022)	(50, 1.0287945694216707)	(51, 1.03984066878217)	(52, 1.049965986795799)	(53, 1.0601289880318086)	(54, 1.0695071952017134)	(55, 1.0788821255696721)	(56, 1.0874247482433064)	(57, 1.0957986156167139)	(58, 1.1039611292645939)	(59, 1.1113437640492883)	(60, 1.118732952437875)	(61, 1.1255290396742073)	(62, 1.1321662020161507)	(63, 1.1384314473372052)	(64, 1.1445557901745749)	(65, 1.1502377647492132)
RNA-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 0.0008236714763280381)	(2, 0.0008253287630007304)	(3, 0.0008269860496734225)	(4, 0.0008336151963641915)	(5, 0.0008352724830368837)	(6, 0.000836929769709576)	(7, 0.0008419016297276527)	(8, 0.0008419016297276527)	(9, 0.0008452162030730371)	(10, 0.0008468734897457293)	(11, 0.0008468734897457293)	(12, 0.0008468734897457293)	(13, 0.0008485307764184215)	(14, 0.0008535026364364982)	(15, 0.0008568172097818827)	(16, 0.000873390076508805)	(17, 0.0008783619365268817)	(18, 0.0008849910832176506)	(19, 0.000888305656563035)	(20, 0.000894934803253804)	(21, 0.0008965920899264961)	(22, 0.0009032212366172651)	(23, 0.0009115076699807263)	(24, 0.0009214513900168797)	(25, 0.0009264232500349563)	(26, 0.0009330523967257253)	(27, 0.000952939836798032)	(28, 0.0009595689834888009)	(29, 0.0009661981301795698)	(30, 0.0009860855702518766)	(31, 0.0010043157236514911)	(32, 0.0010341468837599512)	(33, 0.0010706071905591803)	(34, 0.0011054102106857172)	(35, 0.001161757957557253)	(36, 0.0012363358578284032)	(37, 0.0014053790984430107)	(38, 0.0019141661069595251)	(39, 0.0031869622715871575)	(40, 0.004996719318167072)	(41, 0.007189309586138891)	(42, 0.009141593286570339)	(43, 0.011249661934234854)	(44, 0.01656955215357691)	(45, 0.0251244659580142)	(46, 0.03800489797817821)	(47, 0.05439546317110436)	(48, 0.07612249145009949)	(49, 0.09942062749480685)	(50, 0.1216315834822281)	(51, 0.1443231526047301)	(52, 0.16696831770039675)	(53, 0.18743746539481848)	(54, 0.20563115848763378)	(55, 0.22329120527184215)	(56, 0.24063636758823903)	(57, 0.2576169268366436)	(58, 0.2747897313390805)	(59, 0.29043948938931324)	(60, 0.307020642549599)	(61, 2.5599610047075063)	(62, 4.488908451500773)	(63, 6.3049366708501555)	(64, 7.948250759604917)	(65, 9.330954861792152)
