Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
RNA-HELA-R3.0-raw.fastq - polya	(1, 0.41312760798805415)	(2, 0.4156231780211435)	(3, 0.4191090536229192)	(4, 0.4240811211374048)	(5, 0.4284707422655668)	(6, 0.43281488269353724)	(7, 0.43877285441862607)	(8, 0.44587664636466895)	(9, 0.4540631723991421)	(10, 0.46246243074096277)	(11, 0.4711507115969037)	(12, 0.47984779516901066)	(13, 0.48966429081357343)	(14, 0.49978448016586663)	(15, 0.5116505415577697)	(16, 0.5252390010795064)	(17, 0.5406833665929293)	(18, 0.556999201006796)	(19, 0.5742980053925439)	(20, 0.59169510677548)	(21, 0.6098653800616718)	(22, 0.6267387198327249)	(23, 0.6445906282175762)	(24, 0.6616532263862004)	(25, 0.6778546254899078)	(26, 0.6939709316706762)	(27, 0.7102060745196871)	(28, 0.7268167999251183)	(29, 0.7435199538502933)	(30, 0.7613307828930361)	(31, 0.779675643383189)	(32, 0.7990621586196637)	(33, 0.8182036649228486)	(34, 0.8362800425699354)	(35, 0.8544693884078205)	(36, 0.8736475726950308)	(37, 0.8909698509905549)	(38, 0.9080075081300419)	(39, 0.9245624829997544)	(40, 0.9426726043921446)	(41, 0.9586598040691435)	(42, 0.9747805116079951)	(43, 0.9897377934935604)	(44, 1.004633456365963)	(45, 1.0194381578379825)	(46, 1.0339230272893003)	(47, 1.0491414564211266)	(48, 1.0633079609711038)	(49, 1.076583924068944)	(50, 1.0905318278341298)	(51, 1.1040175890005954)	(52, 1.1165717293728152)	(53, 1.1294999851820944)	(54, 1.1422741934584668)	(55, 1.1547784517724122)	(56, 1.1663305496210576)	(57, 1.1777227314593524)	(58, 1.1886175598342625)	(59, 1.1988697899290472)	(60, 1.209224718379103)	(61, 1.218972259413698)	(62, 1.228467455918198)	(63, 1.2373552650072372)	(64, 1.2460934279214528)	(65, 1.2544266658920276)
RNA-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 1.363044847784899)	(2, 1.3645721190397175)	(3, 1.3654699960886598)	(4, 1.3664456304637358)	(5, 1.3676633395333797)	(6, 1.3685289399563796)	(7, 1.369447356676376)	(8, 1.3706944081332402)	(9, 1.3720074799613502)	(10, 1.3731767740920806)	(11, 1.3743944831617243)	(12, 1.375858668284019)	(13, 1.3780270706996018)	(14, 1.3799181875559523)	(15, 1.382184886968723)	(16, 1.3846159037499277)	(17, 1.3869764988018036)	(18, 1.389916606001281)	(19, 1.3935623976134075)	(20, 1.3963939379801698)	(21, 1.3997991220170896)	(22, 1.4033832946160534)	(23, 1.407054027257317)	(24, 1.4119145937003654)	(25, 1.416612309894341)	(26, 1.4213056247302334)	(27, 1.426879211182736)	(28, 1.4332068969868008)	(29, 1.4424072024997368)	(30, 1.4524672399582281)	(31, 1.46721765801389)	(32, 1.4815616840065504)	(33, 1.4990380098349814)	(34, 1.52043594571541)	(35, 1.5507759741012352)	(36, 1.5965809076715378)	(37, 1.6494573565619408)	(38, 1.7239019271786502)	(39, 1.8367982291282465)	(40, 2.065108409850944)	(41, 2.7149557267390425)	(42, 4.418234357059881)	(43, 6.909202036713782)	(44, 9.868977438345043)	(45, 12.72441717949824)	(46, 15.601381028796911)	(47, 18.462485317802994)	(48, 21.30095782354603)	(49, 24.111858755137487)	(50, 26.924867937250717)	(51, 29.694724737598367)	(52, 32.63433898497053)	(53, 35.380261200062556)	(54, 37.94553113975515)	(55, 40.42481908217599)	(56, 42.772632590178695)	(57, 45.13427663239769)	(58, 47.50712213093806)	(59, 49.74013648317992)	(60, 51.98605415020192)	(61, 54.42977178371492)	(62, 56.50899241469948)	(63, 58.47600482271476)	(64, 60.282200409091566)	(65, 61.8324232791937)
RNA-HELA-R3.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.41312760798805415)	(2, 0.4156231780211435)	(3, 0.4191090536229192)	(4, 0.4240811211374048)	(5, 0.4284707422655668)	(6, 0.43281488269353724)	(7, 0.43877285441862607)	(8, 0.44587664636466895)	(9, 0.4540631723991421)	(10, 0.46246243074096277)	(11, 0.4711507115969037)	(12, 0.47984779516901066)	(13, 0.48966429081357343)	(14, 0.49978448016586663)	(15, 0.5116505415577697)	(16, 0.5252390010795064)	(17, 0.5406833665929293)	(18, 0.5569859969325468)	(19, 0.5742745314827676)	(20, 0.5916452247172054)	(21, 0.609793491212982)	(22, 0.6266521597904249)	(23, 0.6444747257880559)	(24, 0.6615094486888208)	(25, 0.6776815054053079)	(26, 0.6937537980052458)	(27, 0.7099361245572601)	(28, 0.7264896323076115)	(29, 0.7431208973840968)	(30, 0.7608319623102905)	(31, 0.7790814600419772)	(32, 0.7982743155227977)	(33, 0.8172206949509674)	(34, 0.8351195511553712)	(35, 0.8531020331633529)	(36, 0.872079222098104)	(37, 0.889213709115418)	(38, 0.9060518380218067)	(39, 0.9223750080324785)	(40, 0.9401770343590552)	(41, 0.9559338962963746)	(42, 0.97187268103446)	(43, 0.9866142963739558)	(44, 1.0012634831937075)	(45, 1.015780629270968)	(46, 1.0300190226696349)	(47, 1.0449748374358392)	(48, 1.0588948659331656)	(49, 1.0719419584106873)	(50, 1.0856433861232222)	(51, 1.0988386576562064)	(52, 1.1111243151853603)	(53, 1.1237694169579633)	(54, 1.1362590040782985)	(55, 1.1484698385200405)	(56, 1.159778394554757)	(57, 1.1708624813272384)	(58, 1.1814316092040027)	(59, 1.1913698757555298)	(60, 1.2012846683972807)	(61, 1.2104424274487469)	(62, 1.219063220814081)	(63, 1.2265513980327103)	(64, 1.2328042607493634)	(65, 1.2373552650072372)
RNA-RRNA-KO-R1.0-raw.fastq - illumina_universal_adapter	(1, 3.8806164579183435)	(2, 3.882933188580181)	(3, 3.8840181733019015)	(4, 3.8854228878208437)	(5, 3.8876050873658174)	(6, 3.8892823584332117)	(7, 3.8911500696530488)	(8, 3.893690436457206)	(9, 3.896283217982219)	(10, 3.8984234857505076)	(11, 3.900637134127995)	(12, 3.9034535517953275)	(13, 3.9069915454531112)	(14, 3.910370547790965)	(15, 3.9142702030226557)	(16, 3.91865032652886)	(17, 3.9239110173454463)	(18, 3.9303440507518466)	(19, 3.9404583447197035)	(20, 3.9472512925426484)	(21, 3.9552672505189013)	(22, 3.9642109490543067)	(23, 3.9742483680982414)	(24, 3.98596305820957)	(25, 3.998374864108284)	(26, 4.0131453324455215)	(27, 4.031155030531663)	(28, 4.052042296792801)	(29, 4.077496632397864)	(30, 4.109508049582019)	(31, 4.151017014185293)	(32, 4.195649896151587)	(33, 4.247647046398157)	(34, 4.308524997515105)	(35, 4.392806121494283)	(36, 4.517858909670025)	(37, 4.676748894473076)	(38, 4.927616231434334)	(39, 5.295291520980678)	(40, 6.017276346255071)	(41, 7.618528596833986)	(42, 10.328588059762357)	(43, 13.376689276222416)	(44, 16.602285956232066)	(45, 19.52091757070558)	(46, 22.403437189666633)	(47, 25.283889921468596)	(48, 28.128478754103483)	(49, 30.92177279375127)	(50, 33.63362484013292)	(51, 36.406461414230584)	(52, 39.39663912267262)	(53, 42.07662127161642)	(54, 44.562462788824114)	(55, 46.983331018058635)	(56, 49.34458973242093)	(57, 51.683580926206204)	(58, 54.0975181821862)	(59, 56.34616212163189)	(60, 58.629836566183045)	(61, 61.10236649145066)	(62, 63.187701885125136)	(63, 65.16677167373605)	(64, 66.97722330535302)	(65, 68.52452857806952)
RNA-RRNA-KO-R1.0-raw.fastq - polya	(1, 0.15517028677963238)	(2, 0.15651734510563306)	(3, 0.1587869025187003)	(4, 0.16210126003416497)	(5, 0.16496485095026753)	(6, 0.16765197897282139)	(7, 0.17153241547353146)	(8, 0.17639650156897352)	(9, 0.18129727796901482)	(10, 0.18648284101904072)	(11, 0.19211567635370494)	(12, 0.1977747190487972)	(13, 0.20473539397848156)	(14, 0.21167510301982348)	(15, 0.21921059272156257)	(16, 0.227911436383668)	(17, 0.23728318847273094)	(18, 0.24729614731359967)	(19, 0.2579345884900173)	(20, 0.2687774470777736)	(21, 0.2799732314526273)	(22, 0.2904090023750682)	(23, 0.30187909045573535)	(24, 0.3134225591456009)	(25, 0.324480318088867)	(26, 0.3355782616514561)	(27, 0.3460437342490488)	(28, 0.35648649380093717)	(29, 0.367374778480102)	(30, 0.3790562726015552)	(31, 0.39051587773805113)	(32, 0.40221659059048487)	(33, 0.41344557095521406)	(34, 0.4240927479184411)	(35, 0.43489192757215067)	(36, 0.4458343741295334)	(37, 0.4554839242391335)	(38, 0.4650583465821732)	(39, 0.4744021441534463)	(40, 0.48511746025378616)	(41, 0.49388469589564254)	(42, 0.5028179114868765)	(43, 0.5110872072806004)	(44, 0.5192114890132892)	(45, 0.5275471767867641)	(46, 0.5356854357783478)	(47, 0.5438079703536748)	(48, 0.5515461303093906)	(49, 0.5586675437163668)	(50, 0.5658116701690474)	(51, 0.5728247598195878)	(52, 0.579429014647451)	(53, 0.5860280280032285)	(54, 0.5923125530338698)	(55, 0.5984398339019428)	(56, 0.6041792458356811)	(57, 0.6097614136068511)	(58, 0.615132175337235)	(59, 0.6202129089455488)	(60, 0.6255364974271623)	(61, 0.6307010945888457)	(62, 0.6360491432735254)	(63, 0.6430936817565794)	(64, 0.6490497412031894)	(65, 0.654357605268546)
RNA-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 3.8806164579183435)	(2, 3.882933188580181)	(3, 3.8840181733019015)	(4, 3.8854228878208437)	(5, 3.8876050873658174)	(6, 3.8892823584332117)	(7, 3.8911500696530488)	(8, 3.893690436457206)	(9, 3.896283217982219)	(10, 3.8984234857505076)	(11, 3.900637134127995)	(12, 3.9034535517953275)	(13, 3.9069915454531112)	(14, 3.910370547790965)	(15, 3.9142702030226557)	(16, 3.91865032652886)	(17, 3.9239110173454463)	(18, 3.9303405564371228)	(19, 3.940447861775532)	(20, 3.9472355681263918)	(21, 3.9552515261026446)	(22, 3.9641952246380496)	(23, 3.974230896524623)	(24, 3.9859420923212276)	(25, 3.998353898219942)	(26, 4.013119125085093)	(27, 4.031114845912339)	(28, 4.051989882071945)	(29, 4.07743722904756)	(30, 4.109411955927117)	(31, 4.150887724540515)	(32, 4.195473433258038)	(33, 4.247411180154305)	(34, 4.308217497819417)	(35, 4.3923955395142436)	(36, 4.51729283068478)	(37, 4.6759958696501105)	(38, 4.926529499555253)	(39, 5.293610755598561)	(40, 6.014276477064742)	(41, 7.612857324037361)	(42, 10.318190726301877)	(43, 13.35871102696879)	(44, 16.57532557098107)	(45, 19.484277933669834)	(46, 22.35661511952592)	(47, 25.225894779998733)	(48, 28.058419491049914)	(49, 30.840110658657533)	(50, 33.53847639736292)	(51, 36.29627169373226)	(52, 39.26930629413964)	(53, 41.9316770968758)	(54, 44.39959627386545)	(55, 46.80264699232364)	(56, 49.14411390809068)	(57, 51.46169019409154)	(58, 53.8534385515758)	(59, 56.07847664790528)	(60, 58.33490242624074)	(61, 60.77234419020995)	(62, 62.816287678824395)	(63, 64.75072283831165)	(64, 66.49740147906306)	(65, 67.92515401497897)
RNA-RRNA-KO-R1.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.15517028677963238)	(2, 0.15651734510563306)	(3, 0.1587869025187003)	(4, 0.16210126003416497)	(5, 0.16496485095026753)	(6, 0.16765197897282139)	(7, 0.17153241547353146)	(8, 0.17639650156897352)	(9, 0.18129727796901482)	(10, 0.18648284101904072)	(11, 0.19211567635370494)	(12, 0.1977747190487972)	(13, 0.20473539397848156)	(14, 0.21167510301982348)	(15, 0.21921059272156257)	(16, 0.227911436383668)	(17, 0.23728318847273094)	(18, 0.24728042289734284)	(19, 0.2579066339722274)	(20, 0.268732020986365)	(21, 0.27991906957440943)	(22, 0.2903391160805935)	(23, 0.3017829968008326)	(24, 0.31329326950082265)	(25, 0.32431259098212767)	(26, 0.3353528783517751)	(27, 0.34577816633004477)	(28, 0.3561650168463534)	(29, 0.3669711851295104)	(30, 0.37854260833716585)	(31, 0.3898956368745878)	(32, 0.4014478413512627)	(33, 0.41253180765495684)	(34, 0.4230199932982538)	(35, 0.43363047995688153)	(36, 0.44441044087961057)	(37, 0.45388702241038564)	(38, 0.46329022333196224)	(39, 0.4724068904461924)	(40, 0.4827902466477772)	(41, 0.49136878929455186)	(42, 0.500125541992237)	(43, 0.5082271106792215)	(44, 0.5161260091122294)	(45, 0.5242136005403188)	(46, 0.5321456949632022)	(47, 0.5400271218225913)	(48, 0.547541645635988)	(49, 0.5544865961494154)	(50, 0.5614280523481192)	(51, 0.5682314831152354)	(52, 0.5746225847449505)	(53, 0.5809822375421522)	(54, 0.5870378849583886)	(55, 0.5929450239988662)	(56, 0.598450316846114)	(57, 0.603833308678031)	(58, 0.6089716984792864)	(59, 0.613816565843748)	(60, 0.6187522853910267)	(61, 0.6232966416892468)	(62, 0.6275789243831866)	(63, 0.6311378839293129)	(64, 0.634060878195719)	(65, 0.6362762737305683)
RNA-RRNA-KO-R2.0-raw.fastq - illumina_universal_adapter	(1, 0.9059226884456031)	(2, 0.9065731336319155)	(3, 0.9069483274547506)	(4, 0.907349735693155)	(5, 0.9079936272755751)	(6, 0.9085670676161528)	(7, 0.9092224280053844)	(8, 0.9101956381833934)	(9, 0.9113310500577373)	(10, 0.9122583850085)	(11, 0.9131267375242319)	(12, 0.9142818102102527)	(13, 0.9157350718733739)	(14, 0.9171899719374681)	(15, 0.918928315369905)	(16, 0.9209959773979309)	(17, 0.9233618284030571)	(18, 0.9262617981254071)	(19, 0.9307100567673169)	(20, 0.9338901930560635)	(21, 0.9376306624776031)	(22, 0.9418397145774433)	(23, 0.9465779701915881)	(24, 0.952045314238753)	(25, 0.9579091513214032)	(26, 0.9652246116662013)	(27, 0.9741112985441824)	(28, 0.9846347479942695)	(29, 0.9977698085954447)	(30, 1.0156185487961684)	(31, 1.0397030431004313)	(32, 1.067719699740084)	(33, 1.1022899602720533)	(34, 1.1453717138591684)	(35, 1.207812813344186)	(36, 1.314410457454659)	(37, 1.5477597160454506)	(38, 2.382669191114886)	(39, 4.365878202582382)	(40, 7.236124054478799)	(41, 10.482800721945004)	(42, 13.807609455015408)	(43, 17.150191561841773)	(44, 20.439705861150106)	(45, 23.469115813977265)	(46, 26.43210662975677)	(47, 29.306309220003172)	(48, 32.13889806393434)	(49, 34.88698146247603)	(50, 37.53425241074319)	(51, 40.211758410567555)	(52, 42.97964516167085)	(53, 45.52265318721418)	(54, 47.8748415666259)	(55, 50.145127919794376)	(56, 52.40758926991542)	(57, 54.63442359087686)	(58, 56.8289109614268)	(59, 58.911315321408395)	(60, 61.01558250397476)	(61, 63.27799634046759)	(62, 65.22574380127377)	(63, 67.06610390870043)	(64, 68.75408289522491)	(65, 70.24273401936459)
RNA-RRNA-KO-R2.0-raw.fastq - polya	(1, 0.3392456670847866)	(2, 0.3416131564908859)	(3, 0.3453913091348063)	(4, 0.35139441030016816)	(5, 0.3563505732437325)	(6, 0.36162950117899334)	(7, 0.3685632140970641)	(8, 0.37697148789090607)	(9, 0.3864496375201687)	(10, 0.39604411361851993)	(11, 0.40627101249247977)	(12, 0.4169042348077631)	(13, 0.4288809459209714)	(14, 0.44096251469645675)	(15, 0.45471525246448274)	(16, 0.4705290986566423)	(17, 0.4879141713819847)	(18, 0.5071145923854987)	(19, 0.5268655161159673)	(20, 0.5467180207067669)	(21, 0.5676436779349332)	(22, 0.5869850014221321)	(23, 0.6075387416294095)	(24, 0.6273863310172897)	(25, 0.6463770366962497)	(26, 0.6651318126350861)	(27, 0.683871842965165)	(28, 0.7024349259901512)	(29, 0.720386885452179)	(30, 0.7391351077871232)	(31, 0.7570379152199586)	(32, 0.775394559722337)	(33, 0.7932678759376569)	(34, 0.8101974731924833)	(35, 0.8269239087266479)	(36, 0.8439305108272089)	(37, 0.8596771825794722)	(38, 0.8746423370675769)	(39, 0.8893158561824733)	(40, 0.9050608895337635)	(41, 0.9189135697611474)	(42, 0.9327039907515542)	(43, 0.9455425007766021)	(44, 0.9578878521087532)	(45, 0.9707296389357472)	(46, 0.9829619406007558)	(47, 0.9957103385722843)	(48, 1.0070398813011263)	(49, 1.0178074524962022)	(50, 1.0287945694216707)	(51, 1.03984066878217)	(52, 1.049965986795799)	(53, 1.0601289880318086)	(54, 1.0695071952017134)	(55, 1.0788821255696721)	(56, 1.0874247482433064)	(57, 1.0957986156167139)	(58, 1.1039611292645939)	(59, 1.1113437640492883)	(60, 1.118732952437875)	(61, 1.1255290396742073)	(62, 1.1321662020161507)	(63, 1.1384314473372052)	(64, 1.1445557901745749)	(65, 1.1502377647492132)
RNA-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 0.9059226884456031)	(2, 0.9065731336319155)	(3, 0.9069483274547506)	(4, 0.907349735693155)	(5, 0.9079936272755751)	(6, 0.9085670676161528)	(7, 0.9092224280053844)	(8, 0.9101956381833934)	(9, 0.9113310500577373)	(10, 0.9122583850085)	(11, 0.9131267375242319)	(12, 0.9142818102102527)	(13, 0.9157350718733739)	(14, 0.9171899719374681)	(15, 0.918928315369905)	(16, 0.9209959773979309)	(17, 0.9233618284030571)	(18, 0.9262617981254071)	(19, 0.9307084183663439)	(20, 0.9338885546550904)	(21, 0.93762902407663)	(22, 0.9418380761764702)	(23, 0.946574693389642)	(24, 0.9520420374368068)	(25, 0.9579025977175109)	(26, 0.9652147812603629)	(27, 0.9740965529354247)	(28, 0.9846118103806464)	(29, 0.9977386789769562)	(30, 1.0155743119698954)	(31, 1.0396309534576158)	(32, 1.06761648047878)	(33, 1.1021490577883684)	(34, 1.1451882129501834)	(35, 1.2075047939612473)	(36, 1.3139664507909545)	(37, 1.546899555534584)	(38, 2.380247634476675)	(39, 4.360271594452505)	(40, 7.224986204663806)	(41, 10.465415649219663)	(42, 13.783726484030833)	(43, 17.11711060779433)	(44, 20.396440606654004)	(45, 23.414612767206815)	(46, 26.36611020016017)	(47, 29.227823259788792)	(48, 32.04739500798884)	(49, 34.782957746294265)	(50, 37.415546983441665)	(51, 40.07736037874588)	(52, 42.82793414676665)	(53, 45.35284439516134)	(54, 47.68675968852031)	(55, 49.93876804043312)	(56, 52.18052655585833)	(57, 54.38570776955956)	(58, 56.558674743328105)	(59, 58.617255114760155)	(60, 60.69376123123867)	(61, 62.92091012518694)	(62, 64.8278089729323)	(63, 66.62306881677303)	(64, 68.24758434160529)	(65, 69.61447933583156)
RNA-RRNA-KO-R2.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.3392456670847866)	(2, 0.3416131564908859)	(3, 0.3453913091348063)	(4, 0.35139441030016816)	(5, 0.3563505732437325)	(6, 0.36162950117899334)	(7, 0.3685632140970641)	(8, 0.37697148789090607)	(9, 0.3864496375201687)	(10, 0.39604411361851993)	(11, 0.40627101249247977)	(12, 0.4169042348077631)	(13, 0.4288809459209714)	(14, 0.44096251469645675)	(15, 0.45471525246448274)	(16, 0.4705290986566423)	(17, 0.4879141713819847)	(18, 0.5071031235786871)	(19, 0.5268409401013712)	(20, 0.546680337484386)	(21, 0.5675830570989293)	(22, 0.5868965277695858)	(23, 0.6074174999574016)	(24, 0.6272306829248472)	(25, 0.6461853437823993)	(26, 0.6648778604842589)	(27, 0.6835539931763877)	(28, 0.7020433481575853)	(29, 0.7198724275466322)	(30, 0.7384748321949723)	(31, 0.756259674757746)	(32, 0.7744360951530856)	(33, 0.7921570400779092)	(34, 0.80890805162667)	(35, 0.8254427942469844)	(36, 0.8422085514045029)	(37, 0.8577553382380505)	(38, 0.8724550717685162)	(39, 0.8868959379452355)	(40, 0.9022657774736905)	(41, 0.9158874431638703)	(42, 0.9294419344141537)	(43, 0.9420281306893474)	(44, 0.9541211682716443)	(45, 0.9666516589137533)	(46, 0.9786152628191769)	(47, 0.991065471813605)	(48, 1.0021705536091352)	(49, 1.012689087856303)	(50, 1.0234255294328904)	(51, 1.0342111230386701)	(52, 1.0441005113121757)	(53, 1.053926001947731)	(54, 1.0630322345561047)	(55, 1.0721302751596131)	(56, 1.0804074768756087)	(57, 1.0885077312865117)	(58, 1.0963933551699414)	(59, 1.1034335641512625)	(60, 1.1104688579296642)	(61, 1.116806192893534)	(62, 1.1227011595946728)	(63, 1.127886698674468)	(64, 1.1321842244268545)	(65, 1.1351890518114816)
RNA-RRNA-KO-R3.0-raw.fastq - illumina_universal_adapter	(1, 2.961624896869649)	(2, 2.963245772602532)	(3, 2.963941896075181)	(4, 2.96496560706437)	(5, 2.9663868591543614)	(6, 2.96752147216738)	(7, 2.969060451021128)	(8, 2.971389393521534)	(9, 2.973895779260066)	(10, 2.9759807373080482)	(11, 2.978060576801085)	(12, 2.9807461119627248)	(13, 2.9840902345274105)	(14, 2.987287625183645)	(15, 2.9913585825506552)	(16, 2.9958867974928363)	(17, 3.0007903731310535)	(18, 3.0070520720149285)	(19, 3.0177020786724627)	(20, 3.0246462515491306)	(21, 3.032820583797808)	(22, 3.0414572921766028)	(23, 3.0508293662826316)	(24, 3.0615749192991566)	(25, 3.0722914671709876)	(26, 3.084659602105378)	(27, 3.0996791485017683)	(28, 3.1172443228912763)	(29, 3.1387951453986953)	(30, 3.1677132746583143)	(31, 3.2086378276361427)	(32, 3.2560510021004503)	(33, 3.315038935482526)	(34, 3.389537796535803)	(35, 3.5160718871695775)	(36, 3.8674777460586616)	(37, 4.926310553102176)	(38, 7.4364464862246376)	(39, 10.829058828097972)	(40, 14.437541106261678)	(41, 18.086881396188915)	(42, 21.619730200286327)	(43, 25.132823088477362)	(44, 28.524833147052057)	(45, 31.542746792662285)	(46, 34.49293854396767)	(47, 37.381084878403264)	(48, 40.195682696820555)	(49, 42.90885293661393)	(50, 45.462104164231086)	(51, 48.11770089799246)	(52, 50.81724554451972)	(53, 53.21208602748473)	(54, 55.43645133178999)	(55, 57.62607188512216)	(56, 59.828772052526205)	(57, 61.97218911654629)	(58, 64.18233507521171)	(59, 66.25790569342327)	(60, 68.37201732419283)	(61, 70.6540687427389)	(62, 72.58550767841253)	(63, 74.40691303841312)	(64, 76.05295499978058)	(65, 77.40194844959994)
RNA-RRNA-KO-R3.0-raw.fastq - polya	(1, 0.19587344830153722)	(2, 0.1976632363476367)	(3, 0.20105683827679957)	(4, 0.20585292426115195)	(5, 0.2098982888534321)	(6, 0.21352734431010853)	(7, 0.21858277041172222)	(8, 0.22423536125702972)	(9, 0.23009098811519316)	(10, 0.23650794983242876)	(11, 0.24310917952771843)	(12, 0.24979401228712528)	(13, 0.258132138294073)	(14, 0.2662296922185612)	(15, 0.27544650349122984)	(16, 0.28583034529157436)	(17, 0.297270315595766)	(18, 0.309931914347057)	(19, 0.3228426161057174)	(20, 0.3355093334119543)	(21, 0.34910762771835363)	(22, 0.361349504964077)	(23, 0.37491196938585464)	(24, 0.38795575357310963)	(25, 0.4007930893775448)	(26, 0.41301449240348437)	(27, 0.4242906689494057)	(28, 0.435566845495327)	(29, 0.4461912593781311)	(30, 0.4572473380613767)	(31, 0.4676789530412167)	(32, 0.4786087740357956)	(33, 0.4888731828874014)	(34, 0.49858820017480887)	(35, 0.5083288102369461)	(36, 0.5183560593760563)	(37, 0.5275268036542115)	(38, 0.5364211459652855)	(39, 0.544767802897143)	(40, 0.5540818667137847)	(41, 0.5617187506931377)	(42, 0.5693658717823825)	(43, 0.5761206581260506)	(44, 0.5829505166089259)	(45, 0.5898929833006121)	(46, 0.5966068212047126)	(47, 0.6034963961619574)	(48, 0.609717146606265)	(49, 0.6155420621347527)	(50, 0.621510297201727)	(51, 0.6271970117466741)	(52, 0.6325049532256212)	(53, 0.6379698637229106)	(54, 0.6431259547384613)	(55, 0.6478094325140028)	(56, 0.6522966990166164)	(57, 0.6565143882920768)	(58, 0.6604420261206001)	(59, 0.663839040419727)	(60, 0.667317951597989)	(61, 0.6706603679776924)	(62, 0.6741102740112607)	(63, 0.6775635924147929)	(64, 0.6808377613952171)	(65, 0.6835130594469654)
RNA-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz - illumina_universal_adapter	(1, 2.961624896869649)	(2, 2.963245772602532)	(3, 2.963941896075181)	(4, 2.96496560706437)	(5, 2.9663868591543614)	(6, 2.96752147216738)	(7, 2.969060451021128)	(8, 2.971389393521534)	(9, 2.973895779260066)	(10, 2.9759807373080482)	(11, 2.978060576801085)	(12, 2.9807461119627248)	(13, 2.9840902345274105)	(14, 2.987287625183645)	(15, 2.9913585825506552)	(16, 2.9958867974928363)	(17, 3.0007903731310535)	(18, 3.0070452472750007)	(19, 3.0176901353775887)	(20, 3.024629189699311)	(21, 3.032801815763006)	(22, 3.041433405586855)	(23, 3.05080206732292)	(24, 3.061545914154463)	(25, 3.072257343471348)	(26, 3.084620359850792)	(27, 3.0996296691372907)	(28, 3.117189724971853)	(29, 3.1387268979994163)	(30, 3.1676160221143412)	(31, 3.2084979204676203)	(32, 3.255868440307378)	(33, 3.314798363400066)	(34, 3.3891982657243886)	(35, 3.5154986090156317)	(36, 3.8663192464558955)	(37, 4.923821229213463)	(38, 7.4303656429488525)	(39, 10.817982275194943)	(40, 14.420294988463802)	(41, 18.063092058985134)	(42, 21.589527313735275)	(43, 25.093545004007147)	(44, 28.476329720384264)	(45, 31.484023317952417)	(46, 34.42370326358381)	(47, 37.300715034826986)	(48, 40.103702264441885)	(49, 42.80580960081209)	(50, 45.346220080254845)	(51, 47.987205045830514)	(52, 50.67123535231662)	(53, 53.050839603392525)	(54, 55.259903840779366)	(55, 57.43353061609043)	(56, 59.61865025344013)	(57, 61.742731123059414)	(58, 63.933162114258025)	(59, 65.98764428609228)	(60, 68.07733699739971)	(61, 70.32765166909593)	(62, 72.22186506083266)	(63, 74.00405546520737)	(64, 75.59345208517303)	(65, 76.8394636218499)
RNA-RRNA-KO-R3.1-trimmed.SE.paired.trim.fastq.gz - polya	(1, 0.19587344830153722)	(2, 0.1976632363476367)	(3, 0.20105683827679957)	(4, 0.20585292426115195)	(5, 0.2098982888534321)	(6, 0.21352734431010853)	(7, 0.21858277041172222)	(8, 0.22423536125702972)	(9, 0.23009098811519316)	(10, 0.23650794983242876)	(11, 0.24310917952771843)	(12, 0.24979401228712528)	(13, 0.258132138294073)	(14, 0.2662296922185612)	(15, 0.27544650349122984)	(16, 0.28583034529157436)	(17, 0.297270315595766)	(18, 0.30991826486720114)	(19, 0.3228016676661498)	(20, 0.33544279219765705)	(21, 0.34902743702420047)	(22, 0.36124542768017603)	(23, 0.37477547458729604)	(24, 0.38778001651996546)	(25, 0.40056957914490515)	(26, 0.4127278533265113)	(27, 0.42393748865813535)	(28, 0.43513688687986746)	(29, 0.44564016162895076)	(30, 0.45658021973342156)	(31, 0.46690263887441474)	(32, 0.4776823155905792)	(33, 0.48777781212896876)	(34, 0.49729832432843024)	(35, 0.5068427231176394)	(36, 0.516653286764038)	(37, 0.5256517063590128)	(38, 0.5343208322524652)	(39, 0.5423996181421515)	(40, 0.5513946253671624)	(41, 0.5588608908483172)	(42, 0.5663032697397242)	(43, 0.5728686695503923)	(44, 0.5794903734654657)	(45, 0.5862007989996023)	(46, 0.5926689462662974)	(47, 0.5993435419158123)	(48, 0.6053254264626424)	(49, 0.6109183008335806)	(50, 0.6166186648583836)	(51, 0.622086987725637)	(52, 0.6271833622668183)	(53, 0.6324401181963059)	(54, 0.6373982917539466)	(55, 0.6418650840367763)	(56, 0.6461595516364259)	(57, 0.6501503183092826)	(58, 0.6538953943447339)	(59, 0.6570996097408967)	(60, 0.6603413612066632)	(61, 0.6633323034800782)	(62, 0.6663232457534932)	(63, 0.6686607191788091)	(64, 0.6705631154337194)	(65, 0.671852991280098)
